Time (s),Voltage (V)
0.034925,3.0873
0.034950,3.0268
0.034975,2.9559
0.035000,2.8793
0.035025,2.7955
0.035050,2.7093
0.035075,2.6158
0.035100,2.5135
0.035125,2.4087
0.035150,2.3032
0.035175,2.2024
0.035200,2.0952
0.035225,1.9840
0.035250,1.8728
0.035275,1.7632
0.035300,1.6722
0.035325,1.5851
0.035350,1.4836
0.035375,1.3764
0.035400,1.2459
0.035425,1.1056
0.035450,0.9614
0.035475,0.8123
0.035500,0.6818
0.035525,0.5593
0.035550,0.4545
0.035575,0.3642
0.035600,0.2764
0.035625,0.2023
0.035650,0.1402
0.035675,0.0911
0.035700,0.0572
0.035725,0.0338
0.035750,0.0210
0.035775,0.0161
0.035800,0.0218
0.035825,0.0395
0.035850,0.0701
0.035875,0.1136
0.035900,0.1668
0.035925,0.2297
0.035950,0.3054
0.035975,0.3997
0.036000,0.5061
0.036025,0.6221
0.036050,0.7454
0.036075,0.8744
0.036100,0.9872
0.036125,1.0911
0.036150,1.1870
0.036175,1.2692
0.036200,1.3684
0.036225,1.4739
0.036250,1.5827
0.036275,1.6786
0.036300,1.7753
0.036325,1.8712
0.036350,1.9719
0.036375,2.0928
0.036400,2.2008
0.036425,2.3064
0.036450,2.4055
0.036475,2.5046
0.036500,2.6118
0.036525,2.7117
0.036550,2.8076
0.036575,2.8882
0.036600,2.9623
0.036625,3.0333
0.036650,3.0945
0.036675,3.1485
0.036700,3.1904
0.036725,3.2186
0.036750,3.2371
0.036775,3.2452
0.036800,3.2460
0.036825,3.2379
0.036850,3.2178
0.036875,3.1840
0.036900,3.1404
0.036925,3.0881
0.036950,3.0284
0.036975,2.9599
0.037000,2.8777
0.037025,2.7907
0.037050,2.6980
0.037075,2.6070
0.037100,2.5111
0.037125,2.4144
0.037150,2.3168
0.037175,2.2040
0.037200,2.0985
0.037225,1.9864
0.037250,1.8744
0.037275,1.7801
0.037300,1.6714
0.037325,1.5722
0.037350,1.4699
0.037375,1.3538
0.037400,1.2314
0.037425,1.0968
0.037450,0.9485
0.037475,0.8067
0.037500,0.6785
0.037525,0.5593
0.037550,0.4569
0.037575,0.3610
0.037600,0.2764
0.037625,0.2023
0.037650,0.1418
0.037675,0.0927
0.037700,0.0580
0.037725,0.0347
0.037750,0.0210
0.037775,0.0161
0.037800,0.0218
0.037825,0.0387
0.037850,0.0693
0.037875,0.1120
0.037900,0.1676
0.037925,0.2321
0.037950,0.3111
0.037975,0.4037
0.038000,0.5045
0.038025,0.6165
0.038050,0.7333
0.038075,0.8518
0.038100,0.9735
0.038125,1.0839
0.038150,1.1878
0.038175,1.2886
0.038200,1.3692
0.038225,1.4626
0.038250,1.5593
0.038275,1.6544
0.038300,1.7681
0.038325,1.8777
0.038350,1.9905
0.038375,2.0985
0.038400,2.2048
0.038425,2.3080
0.038450,2.4039
0.038475,2.5127
0.038500,2.6126
0.038525,2.7085
0.038550,2.8004
0.038575,2.8801
0.038600,2.9591
0.038625,3.0333
0.038650,3.0961
0.038675,3.1501
0.038700,3.1904
0.038725,3.2186
0.038750,3.2355
0.038775,3.2452
0.038800,3.2460
0.038825,3.2363
0.038850,3.2178
0.038875,3.1832
0.038900,3.1412
0.038925,3.0905
0.038950,3.0325
0.038975,2.9591
0.039000,2.8793
0.039025,2.7915
0.039050,2.7004
0.039075,2.6142
0.039100,2.5095
0.039125,2.4063
0.039150,2.3007
0.039175,2.1911
0.039200,2.0977
0.039225,1.9953
0.039250,1.8962
0.039275,1.7842
0.039300,1.6762
0.039325,1.5755
0.039350,1.4683
0.039375,1.3587
0.039400,1.2386
0.039425,1.1056
0.039450,0.9598
0.039475,0.8220
0.039500,0.6834
0.039525,0.5585
0.039550,0.4505
0.039575,0.3586
0.039600,0.2748
0.039625,0.2023
0.039650,0.1418
0.039675,0.0919
0.039700,0.0572
0.039725,0.0338
0.039750,0.0201
0.039775,0.0161
0.039800,0.0210
0.039825,0.0387
0.039850,0.0693
0.039875,0.1128
0.039900,0.1676
0.039925,0.2321
0.039950,0.3103
0.039975,0.3989
0.040000,0.5069
0.040025,0.6237
0.040050,0.7478
0.040075,0.8768
0.040100,1.0009
0.040125,1.1129
0.040150,1.2177
0.040175,1.2974
0.040200,1.3764
0.040225,1.4651
0.040250,1.5585
0.040275,1.6722
0.040300,1.7697
0.040325,1.8696
0.040350,1.9736
0.040375,2.0791
0.040400,2.1984
0.040425,2.3120
0.040450,2.4160
0.040475,2.5167
0.040500,2.6150
0.040525,2.7085
0.040550,2.7996
0.040575,2.8842
0.040600,2.9599
0.040625,3.0325
0.040650,3.0937
0.040675,3.1461
0.040700,3.1888
0.040725,3.2178
0.040750,3.2371
0.040775,3.2460
0.040800,3.2468
0.040825,3.2371
0.040850,3.2170
0.040875,3.1840
0.040900,3.1404
0.040925,3.0881
0.040950,3.0268
0.040975,2.9559
0.041000,2.8793
0.041025,2.7955
0.041050,2.7101
0.041075,2.6158
0.041100,2.5135
0.041125,2.4087
0.041150,2.3032
0.041175,2.2032
0.041200,2.0952
0.041225,1.9848
0.041250,1.8728
0.041275,1.7632
0.041300,1.6722
0.041325,1.5843
0.041350,1.4836
0.041375,1.3756
0.041400,1.2451
0.041425,1.1048
0.041450,0.9606
0.041475,0.8123
0.041500,0.6818
0.041525,0.5601
0.041550,0.4553
0.041575,0.3651
0.041600,0.2772
0.041625,0.2031
0.041650,0.1410
0.041675,0.0911
0.041700,0.0572
0.041725,0.0338
0.041750,0.0210
0.041775,0.0161
0.041800,0.0218
0.041825,0.0395
0.041850,0.0701
0.041875,0.1136
0.041900,0.1668
0.041925,0.2297
0.041950,0.3054
0.041975,0.3997
0.042000,0.5053
0.042025,0.6229
0.042050,0.7454
0.042075,0.8744
0.042100,0.9864
0.042125,1.0911
0.042150,1.1870
0.042175,1.2692
0.042200,1.3684
0.042225,1.4739
0.042250,1.5827
0.042275,1.6786
0.042300,1.7753
0.042325,1.8704
0.042350,1.9727
0.042375,2.0920
0.042400,2.2008
0.042425,2.3080
0.042450,2.4055
0.042475,2.5046
0.042500,2.6110
0.042525,2.7109
0.042550,2.8076
0.042575,2.8882
0.042600,2.9632
0.042625,3.0333
0.042650,3.0929
0.042675,3.1477
0.042700,3.1888
0.042725,3.2178
0.042750,3.2363
0.042775,3.2452
0.042800,3.2460
0.042825,3.2379
0.042850,3.2186
0.042875,3.1840
0.042900,3.1412
0.042925,3.0881
0.042950,3.0284
0.042975,2.9607
0.043000,2.8785
0.043025,2.7915
0.043050,2.6996
0.043075,2.6070
0.043100,2.5119
0.043125,2.4144
0.043150,2.3177
0.043175,2.2048
0.043200,2.1001
0.043225,1.9873
0.043250,1.8744
0.043275,1.7801
0.043300,1.6714
0.043325,1.5722
0.043350,1.4699
0.043375,1.3538
0.043400,1.2314
0.043425,1.0968
0.043450,0.9485
0.043475,0.8059
0.043500,0.6785
0.043525,0.5585
0.043550,0.4561
0.043575,0.3602
0.043600,0.2756
0.043625,0.2031
0.043650,0.1410
0.043675,0.0935
0.043700,0.0572
0.043725,0.0338
0.043750,0.0210
0.043775,0.0161
0.043800,0.0218
0.043825,0.0387
0.043850,0.0701
0.043875,0.1128
0.043900,0.1676
0.043925,0.2329
0.043950,0.3111
0.043975,0.4037
0.044000,0.5053
0.044025,0.6157
0.044050,0.7325
0.044075,0.8510
0.044100,0.9735
0.044125,1.0847
0.044150,1.1886
0.044175,1.2902
0.044200,1.3700
0.044225,1.4626
0.044250,1.5601
0.044275,1.6544
0.044300,1.7689
0.044325,1.8777
0.044350,1.9913
0.044375,2.0985
0.044400,2.2056
0.044425,2.3080
0.044450,2.4039
0.044475,2.5127
0.044500,2.6126
0.044525,2.7085
0.044550,2.8004
0.044575,2.8801
0.044600,2.9599
0.044625,3.0333
0.044650,3.0961
0.044675,3.1501
0.044700,3.1904
0.044725,3.2186
0.044750,3.2371
0.044775,3.2460
0.044800,3.2468
0.044825,3.2371
0.044850,3.2170
0.044875,3.1832
0.044900,3.1412
0.044925,3.0913
0.044950,3.0333
0.044975,2.9599
0.045000,2.8801
0.045025,2.7923
0.045050,2.7004
0.045075,2.6150
0.045100,2.5103
0.045125,2.4063
0.045150,2.3015
0.045175,2.1903
0.045200,2.0968
0.045225,1.9953
0.045250,1.8946
0.045275,1.7850
0.045300,1.6778
0.045325,1.5763
0.045350,1.4699
0.045375,1.3595
0.045400,1.2386
0.045425,1.1064
0.045450,0.9598
0.045475,0.8212
0.045500,0.6834
0.045525,0.5577
0.045550,0.4505
0.045575,0.3578
0.045600,0.2756
0.045625,0.2023
0.045650,0.1418
0.045675,0.0919
0.045700,0.0572
0.045725,0.0338
0.045750,0.0201
0.045775,0.0169
0.045800,0.0218
0.045825,0.0395
0.045850,0.0693
0.045875,0.1128
0.045900,0.1668
0.045925,0.2313
0.045950,0.3103
0.045975,0.3981
0.046000,0.5061
0.046025,0.6237
0.046050,0.7478
0.046075,0.8768
0.046100,1.0009
0.046125,1.1137
0.046150,1.2177
0.046175,1.2982
0.046200,1.3764
0.046225,1.4659
0.046250,1.5585
0.046275,1.6714
0.046300,1.7705
0.046325,1.8688
0.046350,1.9736
0.046375,2.0799
0.046400,2.1984
0.046425,2.3128
0.046450,2.4160
0.046475,2.5175
0.046500,2.6150
0.046525,2.7093
0.046550,2.7996
0.046575,2.8850
0.046600,2.9607
0.046625,3.0325
0.046650,3.0945
0.046675,3.1461
0.046700,3.1888
0.046725,3.2178
0.046750,3.2371
0.046775,3.2476
0.046800,3.2476
0.046825,3.2396
0.046850,3.2178
0.046875,3.1840
0.046900,3.1396
0.046925,3.0864
0.046950,3.0268
0.046975,2.9551
0.047000,2.8785
0.047025,2.7947
0.047050,2.7085
0.047075,2.6142
0.047100,2.5119
0.047125,2.4087
0.047150,2.3023
0.047175,2.2032
0.047200,2.0960
0.047225,1.9848
0.047250,1.8744
0.047275,1.7640
0.047300,1.6722
0.047325,1.5859
0.047350,1.4836
0.047375,1.3772
0.047400,1.2467
0.047425,1.1056
0.047450,0.9614
0.047475,0.8123
0.047500,0.6818
0.047525,0.5593
0.047550,0.4553
0.047575,0.3642
0.047600,0.2764
0.047625,0.2023
0.047650,0.1402
0.047675,0.0911
0.047700,0.0572
0.047725,0.0338
0.047750,0.0201
0.047775,0.0161
0.047800,0.0210
0.047825,0.0387
0.047850,0.0701
0.047875,0.1144
0.047900,0.1668
0.047925,0.2297
0.047950,0.3054
0.047975,0.3989
0.048000,0.5053
0.048025,0.6221
0.048050,0.7454
0.048075,0.8736
0.048100,0.9872
0.048125,1.0903
0.048150,1.1878
0.048175,1.2692
0.048200,1.3684
0.048225,1.4739
0.048250,1.5835
0.048275,1.6794
0.048300,1.7761
0.048325,1.8720
0.048350,1.9719
0.048375,2.0920
0.048400,2.2000
0.048425,2.3056
0.048450,2.4047
0.048475,2.5038
0.048500,2.6118
0.048525,2.7117
0.048550,2.8068
0.048575,2.8882
0.048600,2.9623
0.048625,3.0333
0.048650,3.0937
0.048675,3.1485
0.048700,3.1896
0.048725,3.2178
0.048750,3.2363
0.048775,3.2452
0.048800,3.2468
0.048825,3.2379
0.048850,3.2178
0.048875,3.1840
0.048900,3.1404
0.048925,3.0881
0.048950,3.0276
0.048975,2.9591
0.049000,2.8785
0.049025,2.7907
0.049050,2.6988
0.049075,2.6070
0.049100,2.5111
0.049125,2.4144
0.049150,2.3177
0.049175,2.2048
0.049200,2.0993
0.049225,1.9856
0.049250,1.8736
0.049275,1.7793
0.049300,1.6705
0.049325,1.5722
0.049350,1.4691
0.049375,1.3530
0.049400,1.2305
0.049425,1.0968
0.049450,0.9477
0.049475,0.8067
0.049500,0.6785
0.049525,0.5593
0.049550,0.4569
0.049575,0.3610
0.049600,0.2764
0.049625,0.2023
0.049650,0.1410
0.049675,0.0927
0.049700,0.0572
0.049725,0.0338
0.049750,0.0201
0.049775,0.0161
0.049800,0.0218
0.049825,0.0395
0.049850,0.0701
0.049875,0.1128
0.049900,0.1676
0.049925,0.2329
0.049950,0.3119
0.049975,0.4045
0.050000,0.4940
0.050025,0.4601
0.050050,0.4400
0.050075,0.3707
0.050100,0.2756
0.050125,0.2023
0.050150,0.1402
0.050175,0.0911
0.050200,0.0572
0.050225,0.0338
0.050250,0.0210
0.050275,0.0169
0.050300,0.0218
0.050325,0.0395
0.050350,0.0709
0.050375,0.1144
0.050400,0.1676
0.050425,0.2305
0.050450,0.3054
0.050475,0.3997
0.050500,0.5045
0.050525,0.6213
0.050550,0.7454
0.050575,0.8744
0.050600,0.9872
0.050625,1.0919
0.050650,1.1878
0.050675,1.2692
0.050700,1.3684
0.050725,1.4731
0.050750,1.5827
0.050775,1.6786
0.050800,1.7761
0.050825,1.8712
0.050850,1.9727
0.050875,2.0920
0.050900,2.2000
0.050925,2.3056
0.050950,2.4047
0.050975,2.5038
0.051000,2.6110
0.051025,2.7117
0.051050,2.8068
0.051075,2.8882
0.051100,2.9615
0.051125,3.0325
0.051150,3.0937
0.051175,3.1477
0.051200,3.1896
0.051225,3.2178
0.051250,3.2363
0.051275,3.2460
0.051300,3.2460
0.051325,3.2388
0.051350,3.2186
0.051375,3.1832
0.051400,3.1404
0.051425,3.0881
0.051450,3.0284
0.051475,2.9599
0.051500,2.8785
0.051525,2.7915
0.051550,2.6996
0.051575,2.6078
0.051600,2.5119
0.051625,2.4152
0.051650,2.3177
0.051675,2.2056
0.051700,2.1001
0.051725,1.9873
0.051750,1.8752
0.051775,1.7801
0.051800,1.6714
0.051825,1.5722
0.051850,1.4699
0.051875,1.3538
0.051900,1.2314
0.051925,1.0968
0.051950,0.9485
0.051975,0.8067
0.052000,0.6785
0.052025,0.5593
0.052050,0.4569
0.052075,0.3610
0.052100,0.2764
0.052125,0.2031
0.052150,0.1418
0.052175,0.0927
0.052200,0.0580
0.052225,0.0338
0.052250,0.0201
0.052275,0.0169
0.052300,0.0218
0.052325,0.0395
0.052350,0.0701
0.052375,0.1120
0.052400,0.1676
0.052425,0.2321
0.052450,0.3111
0.052475,0.4037
0.052500,0.5045
0.052525,0.6165
0.052550,0.7325
0.052575,0.8510
0.052600,0.9743
0.052625,1.0855
0.052650,1.1895
0.052675,1.2910
0.052700,1.3700
0.052725,1.4634
0.052750,1.5593
0.052775,1.6544
0.052800,1.7689
0.052825,1.8777
0.052850,1.9913
0.052875,2.0985
0.052900,2.2048
0.052925,2.3080
0.052950,2.4031
0.052975,2.5135
0.053000,2.6126
0.053025,2.7085
0.053050,2.8012
0.053075,2.8801
0.053100,2.9599
0.053125,3.0333
0.053150,3.0961
0.053175,3.1493
0.053200,3.1904
0.053225,3.2186
0.053250,3.2363
0.053275,3.2460
0.053300,3.2468
0.053325,3.2379
0.053350,3.2170
0.053375,3.1832
0.053400,3.1404
0.053425,3.0905
0.053450,3.0325
0.053475,2.9599
0.053500,2.8793
0.053525,2.7923
0.053550,2.7012
0.053575,2.6142
0.053600,2.5111
0.053625,2.4063
0.053650,2.3015
0.053675,2.1903
0.053700,2.0968
0.053725,1.9961
0.053750,1.8954
0.053775,1.7842
0.053800,1.6762
0.053825,1.5747
0.053850,1.4683
0.053875,1.3587
0.053900,1.2386
0.053925,1.1064
0.053950,0.9598
0.053975,0.8220
0.054000,0.6834
0.054025,0.5585
0.054050,0.4505
0.054075,0.3586
0.054100,0.2748
0.054125,0.2015
0.054150,0.1410
0.054175,0.0919
0.054200,0.0564
0.054225,0.0338
0.054250,0.0210
0.054275,0.0169
0.054300,0.0218
0.054325,0.0387
0.054350,0.0685
0.054375,0.1128
0.054400,0.1676
0.054425,0.2313
0.054450,0.3103
0.054475,0.3981
0.054500,0.5069
0.054525,0.6237
0.054550,0.7478
0.054575,0.8760
0.054600,1.0001
0.054625,1.1137
0.054650,1.2177
0.054675,1.2974
0.054700,1.3756
0.054725,1.4651
0.054750,1.5577
0.054775,1.6714
0.054800,1.7705
0.054825,1.8688
0.054850,1.9736
0.054875,2.0799
0.054900,2.1992
0.054925,2.3120
0.054950,2.4160
0.054975,2.5175
0.055000,2.6158
0.055025,2.7093
0.055050,2.7996
0.055075,2.8842
0.055100,2.9615
0.055125,3.0325
0.055150,3.0953
0.055175,3.1477
0.055200,3.1896
0.055225,3.2194
0.055250,3.2379
0.055275,3.2476
0.055300,3.2468
0.055325,3.2379
0.055350,3.2170
0.055375,3.1848
0.055400,3.1396
0.055425,3.0873
0.055450,3.0268
0.055475,2.9551
0.055500,2.8793
0.055525,2.7955
0.055550,2.7093
0.055575,2.6158
0.055600,2.5135
0.055625,2.4087
0.055650,2.3032
0.055675,2.2024
0.055700,2.0960
0.055725,1.9840
0.055750,1.8728
0.055775,1.7640
0.055800,1.6722
0.055825,1.5859
0.055850,1.4844
0.055875,1.3764
0.055900,1.2459
0.055925,1.1048
0.055950,0.9606
0.055975,0.8123
0.056000,0.6818
0.056025,0.5601
0.056050,0.4553
0.056075,0.3642
0.056100,0.2764
0.056125,0.2023
0.056150,0.1402
0.056175,0.0919
0.056200,0.0572
0.056225,0.0338
0.056250,0.0218
0.056275,0.0161
0.056300,0.0218
0.056325,0.0395
0.056350,0.0701
0.056375,0.1136
0.056400,0.1668
0.056425,0.2297
0.056450,0.3054
0.056475,0.3989
0.056500,0.5053
0.056525,0.6221
0.056550,0.7454
0.056575,0.8744
0.056600,0.9872
0.056625,1.0911
0.056650,1.1878
0.056675,1.2692
0.056700,1.3692
0.056725,1.4739
0.056750,1.5819
0.056775,1.6786
0.056800,1.7753
0.056825,1.8712
0.056850,1.9727
0.056875,2.0928
0.056900,2.2008
0.056925,2.3064
0.056950,2.4047
0.056975,2.5038
0.057000,2.6110
0.057025,2.7117
0.057050,2.8068
0.057075,2.8874
0.057100,2.9615
0.057125,3.0325
0.057150,3.0929
0.057175,3.1477
0.057200,3.1904
0.057225,3.2178
0.057250,3.2371
0.057275,3.2452
0.057300,3.2460
0.057325,3.2379
0.057350,3.2178
0.057375,3.1840
0.057400,3.1404
0.057425,3.0889
0.057450,3.0284
0.057475,2.9599
0.057500,2.8785
0.057525,2.7899
0.057550,2.6988
0.057575,2.6070
0.057600,2.5111
0.057625,2.4152
0.057650,2.3168
0.057675,2.2048
0.057700,2.1001
0.057725,1.9873
0.057750,1.8752
0.057775,1.7801
0.057800,1.6705
0.057825,1.5714
0.057850,1.4691
0.057875,1.3530
0.057900,1.2314
0.057925,1.0968
0.057950,0.9485
0.057975,0.8067
0.058000,0.6777
0.058025,0.5593
0.058050,0.4569
0.058075,0.3610
0.058100,0.2756
0.058125,0.2023
0.058150,0.1410
0.058175,0.0927
0.058200,0.0580
0.058225,0.0338
0.058250,0.0201
0.058275,0.0161
0.058300,0.0210
0.058325,0.0387
0.058350,0.0701
0.058375,0.1120
0.058400,0.1676
0.058425,0.2321
0.058450,0.3111
0.058475,0.4037
0.058500,0.5045
0.058525,0.6173
0.058550,0.7333
0.058575,0.8518
0.058600,0.9743
0.058625,1.0855
0.058650,1.1895
0.058675,1.2902
0.058700,1.3700
0.058725,1.4626
0.058750,1.5601
0.058775,1.6536
0.058800,1.7689
0.058825,1.8768
0.058850,1.9913
0.058875,2.0993
0.058900,2.2056
0.058925,2.3088
0.058950,2.4039
0.058975,2.5127
0.059000,2.6118
0.059025,2.7085
0.059050,2.8012
0.059075,2.8810
0.059100,2.9607
0.059125,3.0341
0.059150,3.0969
0.059175,3.1509
0.059200,3.1904
0.059225,3.2186
0.059250,3.2371
0.059275,3.2460
0.059300,3.2468
0.059325,3.2371
0.059350,3.2170
0.059375,3.1840
0.059400,3.1412
0.059425,3.0913
0.059450,3.0316
0.059475,2.9591
0.059500,2.8793
0.059525,2.7907
0.059550,2.7004
0.059575,2.6134
0.059600,2.5103
0.059625,2.4063
0.059650,2.3007
0.059675,2.1903
0.059700,2.0960
0.059725,1.9961
0.059750,1.8946
0.059775,1.7834
0.059800,1.6754
0.059825,1.5747
0.059850,1.4683
0.059875,1.3595
0.059900,1.2394
0.059925,1.1056
0.059950,0.9598
0.059975,0.8220
0.060000,0.6834
0.060025,0.5585
0.060050,0.4505
0.060075,0.3586
0.060100,0.2748
0.060125,0.2031
0.060150,0.1418
0.060175,0.0919
0.060200,0.0572
0.060225,0.0338
0.060250,0.0201
0.060275,0.0161
0.060300,0.0210
0.060325,0.0379
0.060350,0.0693
0.060375,0.1128
0.060400,0.1668
0.060425,0.2313
0.060450,0.3095
0.060475,0.3989
0.060500,0.5061
0.060525,0.6237
0.060550,0.7470
0.060575,0.8760
0.060600,1.0001
0.060625,1.1129
0.060650,1.2177
0.060675,1.2974
0.060700,1.3772
0.060725,1.4659
0.060750,1.5585
0.060775,1.6722
0.060800,1.7705
0.060825,1.8696
0.060850,1.9744
0.060875,2.0799
0.060900,2.1992
0.060925,2.3120
0.060950,2.4168
0.060975,2.5175
0.061000,2.6158
0.061025,2.7093
0.061050,2.7988
0.061075,2.8842
0.061100,2.9599
0.061125,3.0325
0.061150,3.0945
0.061175,3.1469
0.061200,3.1896
0.061225,3.2178
0.061250,3.2371
0.061275,3.2460
0.061300,3.2460
0.061325,3.2371
0.061350,3.2170
0.061375,3.1848
0.061400,3.1404
0.061425,3.0881
0.061450,3.0276
0.061475,2.9559
0.061500,2.8801
0.061525,2.7971
0.061550,2.7093
0.061575,2.6166
0.061600,2.5127
0.061625,2.4087
0.061650,2.3040
0.061675,2.2024
0.061700,2.0960
0.061725,1.9840
0.061750,1.8728
0.061775,1.7640
0.061800,1.6714
0.061825,1.5851
0.061850,1.4844
0.061875,1.3764
0.061900,1.2467
0.061925,1.1048
0.061950,0.9614
0.061975,0.8131
0.062000,0.6818
0.062025,0.5601
0.062050,0.4553
0.062075,0.3642
0.062100,0.2772
0.062125,0.2023
0.062150,0.1410
0.062175,0.0919
0.062200,0.0580
0.062225,0.0347
0.062250,0.0201
0.062275,0.0161
0.062300,0.0210
0.062325,0.0387
0.062350,0.0701
0.062375,0.1136
0.062400,0.1668
0.062425,0.2289
0.062450,0.3054
0.062475,0.3989
0.062500,0.5053
0.062525,0.6221
0.062550,0.7446
0.062575,0.8744
0.062600,0.9864
0.062625,1.0911
0.062650,1.1878
0.062675,1.2692
0.062700,1.3692
0.062725,1.4739
0.062750,1.5819
0.062775,1.6786
0.062800,1.7753
0.062825,1.8712
0.062850,1.9727
0.062875,2.0928
0.062900,2.2008
0.062925,2.3064
0.062950,2.4055
0.062975,2.5046
0.063000,2.6110
0.063025,2.7117
0.063050,2.8068
0.063075,2.8882
0.063100,2.9623
0.063125,3.0341
0.063150,3.0945
0.063175,3.1477
0.063200,3.1896
0.063225,3.2170
0.063250,3.2363
0.063275,3.2452
0.063300,3.2460
0.063325,3.2379
0.063350,3.2178
0.063375,3.1848
0.063400,3.1404
0.063425,3.0881
0.063450,3.0284
0.063475,2.9599
0.063500,2.8785
0.063525,2.7907
0.063550,2.6988
0.063575,2.6070
0.063600,2.5119
0.063625,2.4144
0.063650,2.3177
0.063675,2.2048
0.063700,2.1001
0.063725,1.9873
0.063750,1.8752
0.063775,1.7810
0.063800,1.6714
0.063825,1.5722
0.063850,1.4699
0.063875,1.3538
0.063900,1.2322
0.063925,1.0976
0.063950,0.9493
0.063975,0.8067
0.064000,0.6785
0.064025,0.5593
0.064050,0.4569
0.064075,0.3610
0.064100,0.2764
0.064125,0.2031
0.064150,0.1410
0.064175,0.0935
0.064200,0.0572
0.064225,0.0338
0.064250,0.0201
0.064275,0.0161
0.064300,0.0218
0.064325,0.0387
0.064350,0.0701
0.064375,0.1128
0.064400,0.1676
0.064425,0.2321
0.064450,0.3111
0.064475,0.4037
0.064500,0.5045
0.064525,0.6157
0.064550,0.7325
0.064575,0.8502
0.064600,0.9743
0.064625,1.0855
0.064650,1.1886
0.064675,1.2902
0.064700,1.3692
0.064725,1.4626
0.064750,1.5593
0.064775,1.6536
0.064800,1.7689
0.064825,1.8768
0.064850,1.9913
0.064875,2.0985
0.064900,2.2040
0.064925,2.3080
0.064950,2.4031
0.064975,2.5127
0.065000,2.6126
0.065025,2.7085
0.065050,2.8012
0.065075,2.8801
0.065100,2.9591
0.065125,3.0341
0.065150,3.0961
0.065175,3.1501
0.065200,3.1904
0.065225,3.2178
0.065250,3.2363
0.065275,3.2460
0.065300,3.2468
0.065325,3.2379
0.065350,3.2170
0.065375,3.1840
0.065400,3.1412
0.065425,3.0897
0.065450,3.0325
0.065475,2.9591
0.065500,2.8793
0.065525,2.7923
0.065550,2.6996
0.065575,2.6150
0.065600,2.5103
0.065625,2.4071
0.065650,2.3023
0.065675,2.1903
0.065700,2.0977
0.065725,1.9953
0.065750,1.8946
0.065775,1.7842
0.065800,1.6762
0.065825,1.5747
0.065850,1.4691
0.065875,1.3587
0.065900,1.2394
0.065925,1.1064
0.065950,0.9598
0.065975,0.8228
0.066000,0.6842
0.066025,0.5593
0.066050,0.4513
0.066075,0.3578
0.066100,0.2748
0.066125,0.2023
0.066150,0.1426
0.066175,0.0919
0.066200,0.0580
0.066225,0.0347
0.066250,0.0210
0.066275,0.0169
0.066300,0.0218
0.066325,0.0395
0.066350,0.0693
0.066375,0.1128
0.066400,0.1668
0.066425,0.2313
0.066450,0.3103
0.066475,0.3989
0.066500,0.5069
0.066525,0.6237
0.066550,0.7478
0.066575,0.8760
0.066600,1.0009
0.066625,1.1129
0.066650,1.2168
0.066675,1.2974
0.066700,1.3756
0.066725,1.4659
0.066750,1.5585
0.066775,1.6714
0.066800,1.7705
0.066825,1.8688
0.066850,1.9736
0.066875,2.0799
0.066900,2.1992
0.066925,2.3128
0.066950,2.4168
0.066975,2.5167
0.067000,2.6158
0.067025,2.7093
0.067050,2.7996
0.067075,2.8850
0.067100,2.9599
0.067125,3.0316
0.067150,3.0937
0.067175,3.1453
0.067200,3.1888
0.067225,3.2178
0.067250,3.2371
0.067275,3.2476
0.067300,3.2468
0.067325,3.2388
0.067350,3.2178
0.067375,3.1848
0.067400,3.1404
0.067425,3.0873
0.067450,3.0276
0.067475,2.9551
0.067500,2.8793
0.067525,2.7955
0.067550,2.7085
0.067575,2.6158
0.067600,2.5127
0.067625,2.4087
0.067650,2.3023
0.067675,2.2024
0.067700,2.0952
0.067725,1.9840
0.067750,1.8728
0.067775,1.7632
0.067800,1.6730
0.067825,1.5851
0.067850,1.4844
0.067875,1.3764
0.067900,1.2459
0.067925,1.1056
0.067950,0.9606
0.067975,0.8123
0.068000,0.6810
0.068025,0.5601
0.068050,0.4553
0.068075,0.3642
0.068100,0.2772
0.068125,0.2031
0.068150,0.1410
0.068175,0.0919
0.068200,0.0580
0.068225,0.0347
0.068250,0.0218
0.068275,0.0161
0.068300,0.0218
0.068325,0.0387
0.068350,0.0701
0.068375,0.1136
0.068400,0.1660
0.068425,0.2297
0.068450,0.3054
0.068475,0.3989
0.068500,0.5053
0.068525,0.6213
0.068550,0.7446
0.068575,0.8736
0.068600,0.9856
0.068625,1.0903
0.068650,1.1870
0.068675,1.2684
0.068700,1.3684
0.068725,1.4739
0.068750,1.5827
0.068775,1.6794
0.068800,1.7753
0.068825,1.8704
0.068850,1.9719
0.068875,2.0920
0.068900,2.2000
0.068925,2.3064
0.068950,2.4039
0.068975,2.5038
0.069000,2.6110
0.069025,2.7109
0.069050,2.8068
0.069075,2.8882
0.069100,2.9615
0.069125,3.0325
0.069150,3.0937
0.069175,3.1477
0.069200,3.1896
0.069225,3.2186
0.069250,3.2363
0.069275,3.2460
0.069300,3.2468
0.069325,3.2379
0.069350,3.2186
0.069375,3.1840
0.069400,3.1404
0.069425,3.0889
0.069450,3.0292
0.069475,2.9599
0.069500,2.8793
0.069525,2.7907
0.069550,2.6996
0.069575,2.6078
0.069600,2.5119
0.069625,2.4160
0.069650,2.3185
0.069675,2.2056
0.069700,2.1001
0.069725,1.9864
0.069750,1.8744
0.069775,1.7801
0.069800,1.6705
0.069825,1.5722
0.069850,1.4691
